file,system,scene,null_vector,source
pca4_r15.mp4,pca4,15,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r15_static_raw.mp4
pca4_r16.mp4,pca4,16,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r16_static_raw.mp4
pca4_r17.mp4,pca4,17,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r17_static_raw.mp4
pca4_r18.mp4,pca4,18,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r18_static_raw.mp4
pca4_r19.mp4,pca4,19,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r19_static_raw.mp4
pca4_r20.mp4,pca4,20,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r20_static_raw.mp4
pca4_r21.mp4,pca4,21,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r21_static_raw.mp4
pca4_r22.mp4,pca4,22,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r22_static_raw.mp4
pca4_r23.mp4,pca4,23,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r23_static_raw.mp4
pca4_r24.mp4,pca4,24,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r24_static_raw.mp4
pca4_r25.mp4,pca4,25,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r25_static_raw.mp4
pca4_r26.mp4,pca4,26,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r26_static_raw.mp4
pca4_r27.mp4,pca4,27,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r27_static_raw.mp4
pca4_r28.mp4,pca4,28,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r28_static_raw.mp4
pca4_r29.mp4,pca4,29,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r29_static_raw.mp4
pca4_r30.mp4,pca4,30,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r30_static_raw.mp4
pca4_r31.mp4,pca4,31,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r31_static_raw.mp4
pca8_r00.mp4,pca8,0,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r00_static_raw.mp4
pca8_r01.mp4,pca8,1,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r01_static_raw.mp4
pca8_r02.mp4,pca8,2,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r02_static_raw.mp4
pca8_r03.mp4,pca8,3,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r03_static_raw.mp4
pca8_r04.mp4,pca8,4,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r04_static_raw.mp4
pca8_r05.mp4,pca8,5,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r05_static_raw.mp4
pca8_r06.mp4,pca8,6,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r06_static_raw.mp4
pca8_r07.mp4,pca8,7,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r07_static_raw.mp4
pca8_r08.mp4,pca8,8,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r08_static_raw.mp4
pca8_r09.mp4,pca8,9,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r09_static_raw.mp4
pca8_r10.mp4,pca8,10,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r10_static_raw.mp4
pca8_r11.mp4,pca8,11,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r11_static_raw.mp4
pca8_r12.mp4,pca8,12,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r12_static_raw.mp4
pca8_r13.mp4,pca8,13,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r13_static_raw.mp4
pca8_r14.mp4,pca8,14,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r14_static_raw.mp4
pca8_r15.mp4,pca8,15,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r15_static_raw.mp4
pca8_r16.mp4,pca8,16,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r16_static_raw.mp4
pca8_r17.mp4,pca8,17,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r17_static_raw.mp4
pca8_r18.mp4,pca8,18,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r18_static_raw.mp4
pca8_r19.mp4,pca8,19,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r19_static_raw.mp4
pca8_r20.mp4,pca8,20,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r20_static_raw.mp4
pca8_r21.mp4,pca8,21,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r21_static_raw.mp4
pca8_r22.mp4,pca8,22,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r22_static_raw.mp4
pca8_r23.mp4,pca8,23,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r23_static_raw.mp4
pca8_r24.mp4,pca8,24,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r24_static_raw.mp4
pca8_r25.mp4,pca8,25,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r25_static_raw.mp4
pca8_r26.mp4,pca8,26,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r26_static_raw.mp4
pca8_r27.mp4,pca8,27,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r27_static_raw.mp4
pca8_r28.mp4,pca8,28,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r28_static_raw.mp4
pca8_r29.mp4,pca8,29,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r29_static_raw.mp4
pca8_r30.mp4,pca8,30,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r30_static_raw.mp4
pca8_r31.mp4,pca8,31,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca8_8node/control_test/step05000_r31_static_raw.mp4
